0,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Control_11,Control_12,Control_13,Control_14,Control_15,Control_16,Control_17,Control_18,Control_19,Control_20,sALS_21,sALS_22,sALS_23,sALS_24,sALS_25,sALS_26,sALS_27,sALS_28,sALS_29,sALS_30,sALS_31,sALS_33,sALS_34,sALS_35,sALS_36,sALS_37,sALS_38,sALS_39,sALS_40,Control_51
chr15_62224292,0.8,0.69,0.75,0.63,0.92,0.84,0.69,0.74,0.64,0.79,0.78,0.89,0.75,0.53,0.72,0.89,0.65,0.69,0.66,0.88,0.65,0.46,0.41,0.81,0.82,0.56,0.75,0.42,0.78,0.66,0.73,0.78,0.71,0.54,0.64,0.62,0.85,0.57,0.85,0.81
chr7_44137813,0.77,0.0,0.3,0.34,0.65,0.3,0.26,0.35,0.33,0.66,0.2,0.61,0.35,0.66,0.23,0.524054054054054,0.71,0.42,0.73,0.57,0.54,0.66,0.54,0.64,0.38,0.524054054054054,0.84,0.78,0.524054054054054,0.41,0.56,0.4,0.83,0.4,0.63,0.8,0.45,0.64,0.57,0.88
chr11_67284385,0.06,0.0,0.04,0.0,0.11,0.09783783783783784,0.17,0.11,0.0,0.0,0.0,0.0,0.0,0.05,0.26,0.0,0.08,0.0,0.18,0.06,0.07,0.03,0.05,0.27,0.15,0.02,0.21,0.03,0.21,0.3,0.22,0.0,0.3,0.09783783783783784,0.09783783783783784,0.05,0.2,0.22,0.17,0.0
chr7_102119192,0.16,0.34,0.39,0.52,0.4,0.48,0.26,0.44,0.23,0.61,0.46,0.39,0.34,0.37,0.48,0.38,0.38,0.3,0.39,0.5,0.4,0.54,0.47,0.4,0.38,0.35,0.51,0.51,0.53,0.42,0.35,0.56,0.47,0.31,0.47,0.29,0.58,0.55,0.5,0.37
chr10_98407766,0.65,0.74,0.86,0.65,0.58,0.34,0.75,0.71,0.89,0.72,0.82,0.91,0.73,0.58,0.89,0.75,0.36,0.87,0.9,0.75,0.85,0.38,0.89,0.85,0.85,0.93,0.67,0.68,0.79,0.89,0.91,0.89,0.87,0.8,0.9,0.91,0.76,0.84,0.88,0.72
chr13_113616473,0.39,0.37,0.3,0.25,0.31,0.5,0.22,0.6,0.4,0.43,0.28,0.15,0.23,0.37,0.17,0.29,0.61,0.28,0.47,0.25,0.35,0.35,0.46,0.63,0.33,0.39,0.6,0.28,0.47,0.26,0.44,0.3,0.67,0.51,0.28,0.28,0.53,0.6,0.35,0.13
chr12_62129841,0.28,0.12,0.33,0.25,0.41,0.12,0.33,0.51,0.29,0.2,0.33,0.32,0.14,0.18,0.72,0.06,0.5,0.33805555555555555,0.5,0.31,0.33805555555555555,0.33805555555555555,0.5,0.33,0.38,0.6,0.64,0.5,0.56,0.19,0.26,0.1,0.33805555555555555,0.38,0.22,0.25,0.38,0.44,0.44,0.1
chr16_87837073,0.68,0.5,0.86,0.58,0.69,0.72,0.89,0.64,0.7,0.72,0.68,0.48,0.56,0.65,0.35,0.5,0.5,0.81,0.33,0.86,0.6,0.5,0.71,0.38,0.65,0.59,0.51,0.5,0.4,0.5,0.43,0.47,0.6,0.43,0.53,0.68,0.41,0.56,0.73,0.84
chr9_113153034,0.33,0.04,0.29,0.17,0.19,0.36,0.1,0.5,0.31,0.26,0.5,0.11,0.13,0.2,0.15,0.14,0.5,0.33,0.4,0.1,0.23,0.16,0.46,0.53,0.39,0.30717948717948723,0.63,0.22,0.44,0.5,0.44,0.38,0.57,0.22,0.3,0.1,0.42,0.5,0.33,0.05
chr19_28727175,0.64,0.29,0.3,0.57,0.72,0.41,0.76,0.24,0.57,0.46,0.43,0.54,0.16,0.2,0.18,0.18,0.03,0.24,0.87,0.86,0.15,0.38,0.1,0.15,0.3,0.02,0.23,0.13,0.37,0.16,0.25,0.47,0.07,0.73,0.55,0.72,0.03,0.43,0.34,0.02
chr9_132556922,0.39,0.5,0.5,0.34,0.64,0.68,0.33,0.6,0.3,0.0,0.58,0.59,0.56,0.6,0.35,0.75,0.5502777777777779,0.5502777777777779,0.7,0.72,0.55,0.5502777777777779,0.48,0.68,1.0,0.76,0.68,0.28,0.63,0.37,0.55,0.71,0.6,0.5502777777777779,0.46,0.76,0.73,0.61,0.36,0.47
chr2_62466736,0.85,0.84,0.71,0.94,0.82,0.94,0.9,0.75,0.8,0.74,0.89,0.85,0.94,0.84,0.89,0.85,0.74,0.75,0.88,0.96,0.72,0.65,0.76,0.81,0.76,0.83,0.81,0.81,0.66,0.76,0.81,0.8,0.79,0.82,0.78,0.75,0.73,0.75,0.78,0.85
chr6_170272494,0.0,0.88,0.73,0.8,0.38,0.84,0.83,0.41,0.38,0.0,0.9,0.87,0.47,0.48,0.27,0.42,0.47,0.0,0.34,0.88,0.82,0.37,0.49,0.81,0.82,0.89,0.86,0.42,0.76,0.81,0.82,0.9,0.41,0.0,0.85,0.9,0.85,0.0,0.81,0.62
chr1_242446644,0.56,0.71,0.5,0.78,0.7,0.51,0.78,0.73,0.61,0.41,0.7,0.69,0.6,0.64,0.73,0.66,0.52,0.81,0.8,0.78,0.45,0.6281578947368419,0.5,0.75,0.52,0.6281578947368419,0.7,0.65,0.48,0.54,0.77,0.63,0.46,0.54,0.61,0.58,0.6,0.7,0.52,0.65
chr16_85365210,1.0,0.58,0.84,0.72,0.72,0.7,0.72,0.86,0.8,0.85,0.81,0.78,0.75,0.73,0.63,0.7,0.89,0.4,0.75,0.94,0.71,0.62,0.63,0.7,0.53,0.73,0.74,0.58,0.7189473684210526,0.7189473684210526,0.82,0.74,0.78,0.6,0.76,0.8,0.54,0.52,0.72,0.63
chr10_133400350,0.5,0.88,0.9,0.41,0.54,0.72,0.0,0.95,0.85,1.0,0.85,0.55,0.28,0.8,1.0,0.36,0.7097297297297299,0.92,1.0,0.31,0.82,0.76,1.0,0.39,0.86,0.82,0.81,0.52,0.7097297297297299,0.5,0.85,0.42,0.44,0.7097297297297299,1.0,0.94,0.93,0.88,1.0,0.5
chr16_1432972,0.47,0.57,0.58,0.72,0.53,0.6,0.65,0.57,0.68,0.83,0.77,0.58,0.8,0.63,0.51,0.58,0.58,0.59,0.71,0.43,0.57,0.19,0.7,0.47,0.41,0.55,0.61,0.5,0.32,0.32,0.56,0.54,0.41,0.5,0.52,0.61,0.53,0.58,0.51,0.55
chr16_1538024,0.43,0.32,0.4,0.14,0.53,0.38,0.15,0.81,0.46,0.35,0.5,0.37,0.38,0.36,0.3761111111111111,0.4,0.54,0.8,0.3761111111111111,0.41,0.4,0.18,0.35,0.17,0.4,0.3,0.39,0.28,0.14,0.3761111111111111,0.37,0.65,0.42,0.35,0.3761111111111111,0.18,0.42,0.38,0.16,0.27
chr2_239258401,0.11,0.05,0.12,0.0,0.09,0.25,0.05,0.2,0.26,0.3,0.46,0.0,0.07,0.03,0.29,0.16,0.09,0.15,0.27,0.17,0.15,0.1,0.28,0.5,0.21,0.14,0.22,0.11,0.18421052631578946,0.07,0.52,0.05,0.36,0.18421052631578946,0.17,0.15,0.27,0.3,0.15,0.13
chr8_138260316,0.6,0.6,0.75,0.85,0.85,0.64,0.48,0.65,0.71,0.86,0.59,0.75,0.58,0.57,0.69,0.6,0.68,0.64,0.92,0.6,0.8,0.56,0.76,0.42,0.64,0.64,0.66,0.65,0.7,0.54,0.65,0.32,0.43,0.46,0.62,0.86,0.5,0.63,0.77,0.52
chr11_124340218,0.8,0.66,0.73,0.78,0.81,0.89,0.74,0.8,0.82,0.87,0.75,0.87,0.84,0.82,0.69,0.93,0.82,0.73,0.78,0.73,0.7,0.6,0.78,0.72,0.72,0.82,0.77,0.82,0.72,0.73,0.79,0.76,0.66,0.61,0.64,0.86,0.56,0.8,0.72,0.8
chr22_47124028,0.14,0.12,0.0,0.0,0.08,0.24,0.06,0.29,0.25,0.18,0.16,0.05,0.1,0.11,0.23,0.19,0.38,0.04,0.1,0.08,0.12,0.28,0.22,0.27,0.11,0.11,0.37,0.05,0.16,0.15,0.34,0.09,0.5,0.16,0.25,0.16,0.3,0.25,0.2,0.11
chr9_137147867,0.0,0.0,0.23,0.33,0.0,0.0,0.52,0.34,0.0,0.32416666666666666,0.36,0.64,0.0,0.32416666666666666,0.81,0.32416666666666666,0.29,0.27,0.0,0.61,0.3,0.46,0.86,0.35,0.2,0.32,0.4,0.54,0.36,0.36,0.0,0.0,0.0,0.6,0.54,0.52,0.16,0.85,0.45,0.32416666666666666
chr12_38162007,0.88,0.9,0.72,0.85,0.8,0.86,0.79,0.72,0.9,0.9,0.8,0.74,0.77,0.86,0.77,0.96,0.91,0.81,0.7699999999999999,0.68,0.64,0.76,0.79,0.84,0.53,0.8,0.79,0.7,0.61,0.5,0.73,0.85,0.88,0.72,0.72,0.73,0.7,0.7,0.76,0.66
chr2_200330879,0.4,0.64,0.95,0.94,0.91,0.78,0.0,0.85,0.45,0.94,0.48,0.5,0.97,0.55,0.48,0.93,0.0,0.63,0.83,0.45,0.46,0.5564102564102564,0.6,0.92,0.23,0.0,0.0,0.86,0.0,0.55,0.59,0.97,0.5,0.94,0.65,0.0,0.89,0.0,0.41,0.45
chr18_8459088,0.73,0.64,0.75,0.7,0.78,0.67,0.68,0.64,0.63,0.74,0.72,0.65,0.76,0.65,0.75,0.71,0.59,0.78,0.75,0.73,0.67,0.59,0.67,0.57,0.59,0.7,0.58,0.57,0.62,0.57,0.7,0.71,0.65,0.75,0.76,0.57,0.64,0.67,0.69,0.73
chr5_4101456,0.89,0.38,0.04,0.5,0.0,0.34,0.0,0.5,0.54,0.0,0.45,0.0,0.36,0.0,0.0,0.41,0.0,0.0,0.8,0.87,0.5,0.83,0.0,0.5,0.88,0.41,0.0,0.48,0.41,0.93,0.0,0.59,0.0,0.38,0.54,0.0,0.46,0.84,0.46,0.0
chr5_114018396,0.57,0.38,0.2,0.62,0.52,0.6,0.36,0.44,0.45,0.88,0.53,0.44,0.21,0.28,0.22,0.45,0.3,0.3,0.55,0.85,0.2,0.4145945945945946,0.34,0.29,0.14,0.46,0.62,0.31,0.81,0.4145945945945946,0.4145945945945946,0.26,0.17,0.58,0.31,0.45,0.12,0.42,0.5,0.21
chr10_94645572,0.74,0.51,0.48,0.67,0.89,0.84,0.91,0.47,0.47,0.75,0.83,0.86,0.91,0.79,0.51,0.82,0.0,0.51,0.75,0.89,0.4,0.21,0.83,0.69,0.58,0.23,0.56,0.61,0.0,0.4,0.76,0.95,0.39,0.45,0.95,0.83,0.54,0.5,0.81,0.7
chr2_239503782,0.8,0.81,0.84,0.85,0.77,0.83,0.84,0.73,0.75,0.93,0.66,0.86,0.91,0.85,0.66,0.82,0.73,0.85,0.75,0.95,0.74,0.55,0.62,0.75,0.77,0.82,0.76,0.66,0.8,0.77,0.73,0.78,0.78,0.56,0.8,0.75,0.72,0.67,0.78,0.75
chr19_17393973,0.84,0.66,0.82,0.5,0.81,0.71,0.85,0.76,0.86,0.86,0.76,0.89,0.93,0.75,0.71,0.82,0.69,0.67,0.74,0.83,0.67,0.64,0.64,0.65,0.71,0.72,0.46,0.78,0.57,0.66,0.66,0.87,0.68,0.76,0.88,0.76,0.7,0.66,0.7,0.88
chr2_65018176,0.16,0.04,0.0,0.0,0.12,0.14,0.17,0.36,0.04,0.16,0.16,0.16,0.1,0.0,0.4,0.14,0.20078947368421052,0.11,0.18,0.05,0.16,0.2,0.25,0.56,0.17,0.11,0.51,0.11,0.26,0.26,0.18,0.25,0.58,0.16,0.36,0.05,0.3,0.5,0.17,0.20078947368421052
chr1_11499548,0.65,0.73,0.56,0.8,0.65,0.51,0.53,0.68,0.52,0.69,0.54,0.78,0.69,0.5,0.64,0.66,0.52,0.63,0.85,0.81,0.76,0.6110526315789472,0.7,0.38,0.68,0.45,0.58,0.47,0.54,0.56,0.63,0.7,0.6110526315789472,0.45,0.66,0.52,0.54,0.5,0.55,0.61
chr22_32043006,0.35,0.28,0.2,0.2,0.74,0.58,0.38,0.35,0.46,0.54,0.56,0.46,0.41,0.2,0.21,0.18,0.31,0.48,0.63,0.23,0.38,0.32,0.09,0.24,0.25,0.18,0.29,0.15,0.37,0.63,0.2,0.17,0.32,0.23,0.38,0.38,0.4,0.21,0.17,0.37
chr14_64601884,0.5,0.37,0.3,0.69,0.5,0.68,0.47,0.34,0.54,0.95,0.29,0.40289473684210525,0.38,0.31,0.36,0.26,0.40289473684210525,0.33,0.4,0.27,0.21,0.15,0.34,0.37,0.2,0.35,0.32,0.2,0.33,0.58,0.41,0.18,0.32,0.63,0.36,0.52,0.82,0.27,0.24,0.57
chr6_166463411,0.08,0.04,0.09,0.07,0.02,0.08,0.29,0.23,0.09,0.03,0.28,0.04,0.03,0.15,0.13,0.07,0.28,0.07,0.16,0.18,0.2,0.12,0.12,0.2,0.21,0.15,0.4,0.17,0.17,0.23,0.36,0.17,0.3,0.07,0.15,0.08,0.25,0.24,0.2,0.0
chr21_39655819,0.0,0.4,0.0,0.0,0.41,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.04,0.0,0.35,0.0,0.0,0.0,0.38,0.52,0.48,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.02,0.84,0.32,0.0,0.48,0.0,0.51,0.85,0.0
chr10_111079238,0.46,0.35,0.45,0.49,0.65,0.58,0.38,0.63,0.4,0.57,0.37,0.54,0.68,0.47,0.25,0.52,0.6,0.4,0.41,0.46,0.48,0.35,0.46,0.37,0.58,0.57,0.22,0.45,0.36,0.28,0.43,0.34,0.37,0.48,0.48,0.38,0.42,0.46,0.43,0.5
chr20_57953578,0.86,0.91,0.44,0.88,0.48,0.55,0.41,0.0,0.88,0.57,0.94,0.51,0.93,0.51,0.82,0.94,0.44,0.39,0.34,0.48,0.83,0.31,0.9,0.89,0.81,0.9,0.41,0.8,0.76,0.46,0.85,0.92,0.9,0.41,0.85,0.96,0.81,0.4,0.89,0.5
chr11_3410416,0.86,0.75,0.81,0.76,0.77,0.66,0.63,0.59,0.7,0.71,0.86,0.66,0.75,0.87,0.64,0.61,0.83,0.6913157894736842,0.64,0.91,0.57,0.61,0.72,0.66,0.62,0.58,0.75,0.69,0.46,0.57,0.66,0.69,0.52,0.6913157894736842,0.75,0.58,0.66,0.66,0.58,0.93
chr18_75204617,0.14,0.07,0.12,0.0,0.06,0.75,0.17,0.06,0.02,0.03,0.07,0.02,0.57,0.02,0.0,0.0,0.44,0.03,0.0,0.07,0.68,0.1,0.01,0.06,0.07,0.35,0.11,0.37,0.0,0.0,0.51,0.36,0.11,0.06,0.03,0.16,0.11,0.06,0.8,0.06
chr17_45295773,0.43,0.4915384615384613,0.27,0.42,0.34,0.61,0.54,0.44,0.51,0.3,0.28,0.46,0.63,0.29,0.52,0.64,0.48,0.15,0.52,0.54,0.54,0.56,0.52,0.45,0.6,0.5,0.52,0.5,0.47,0.47,0.72,0.63,0.6,0.66,0.4,0.47,0.56,0.65,0.73,0.25
chr1_237032366,0.61,0.42,0.55,0.48,0.43,0.61,0.53,0.32,0.8,0.72,0.58,0.64,0.59,0.61,0.31,0.56,0.65,0.61,0.42,0.44,0.43,0.44,0.43,0.57,0.5,0.57,0.47,0.63,0.54,0.61,0.58,0.25,0.44,0.42,0.61,0.6,0.22,0.45,0.62,0.77
chr17_82048936,0.43,0.95,0.46,0.46,0.25,0.82,0.58,0.41,0.41,0.42,0.88,0.0,0.0,0.57,0.38,0.44,0.28,0.3,0.04,0.0,0.38,0.43,0.07,0.01,0.0,0.02,0.28,0.36,0.57,0.38,0.34,0.0,0.34,0.0,0.38,0.36,0.4,0.41,0.81,0.95
chr10_70600630,0.75,0.72,0.81,0.7,0.86,0.89,0.82,0.82,0.82,0.86,0.8,0.9,0.76,0.82,0.8,0.82,0.84,0.69,0.7,0.83,0.76,0.7,0.78,0.78,0.87,0.83,0.73,0.73,0.72,0.68,0.76,0.78,0.75,0.88,0.72,0.78,0.72,0.38,0.4,0.78
chr4_6996795,0.83,0.83,0.76,0.63,0.87,0.87,0.8,0.83,1.0,0.82,0.94,0.91,0.69,0.8,0.9,0.91,0.86,0.8754054054054056,0.8754054054054056,0.93,0.86,1.0,0.86,0.87,0.8,0.92,0.94,0.87,1.0,0.93,0.94,0.81,0.94,0.93,1.0,0.94,0.94,1.0,0.8754054054054056,0.66
chr7_150395596,0.87,0.38,0.39,0.45,0.92,0.48,0.0,0.78,0.3,0.0,0.44,0.61,0.92,0.0,0.44,0.0,0.43,0.45,0.5,0.44,0.0,0.5,0.41,0.02,0.0,0.57,0.35,0.52,0.0,0.51,0.41,0.84,0.47,0.5,0.54,0.0,0.36,0.36,0.5,0.55
chr11_375803,0.65,1.0,0.5,1.0,0.31,0.87,0.93,0.0,0.78,0.9,0.7,0.85,0.9,0.91,0.88,0.53,0.78,0.82,0.2,0.87,0.38,0.0,1.0,0.36,0.15,0.83,0.3,0.88,0.8,0.88,0.39,0.87,0.78,0.05,0.6361538461538462,0.5,0.76,0.41,0.71,0.38
chr3_98786537,0.18,0.34,0.47,0.19,0.18,0.51,0.3,0.4,0.4,0.4,0.5,0.14,0.3,0.6,0.25,0.17,0.37,0.2,0.35,0.28,0.32,0.3,0.32,0.38,0.31,0.52,0.15,0.21,0.57,0.2,0.42,0.25,0.45,0.72,0.39,0.53,0.52,0.52,0.71,0.11
chr16_281810,0.4,0.56,0.42,0.58,0.46,0.33,0.55,0.61,0.6,0.7,0.45,0.55,0.51,0.36,0.64,0.62,0.56,0.41,0.53,0.43,0.46,0.36,0.38,0.42,0.64,0.44,0.35,0.35,0.45,0.55,0.27,0.38,0.51,0.47,0.56,0.63,0.36,0.37,0.37,0.42
chr1_111738305,0.61,0.11,0.35,0.21,0.23,0.36,0.36,0.23,0.27,0.5,0.17,0.28,0.52,0.37,0.47,0.2,0.47,0.25,0.45,0.52,0.45,0.24,0.6,0.25,0.39,0.37,0.53,0.25,0.5,0.53,0.4,0.34,0.61,0.2,0.35,0.35,0.47,0.57,0.35,0.2
chr7_12756888,0.17,0.2,0.17,0.12,0.46,0.5,0.35,0.46,0.29,0.42,0.47,0.13,0.25,0.28,0.28,0.13,0.4,0.44,0.55,0.23,0.46,0.08,0.43,0.33,0.42,0.34897435897435897,0.3,0.28,0.4,0.44,0.6,0.26,0.68,0.18,0.43,0.38,0.61,0.33,0.58,0.12
chr16_8644602,0.21,0.13,0.11,0.08,0.3,0.35,0.1,0.4,0.2,0.18,0.31,0.17,0.28,0.19,0.3,0.37,0.29,0.28,0.46,0.12,0.25,0.3,0.31,0.38,0.28,0.23,0.57,0.1,0.44,0.52,0.4,0.21,0.62,0.4,0.14,0.16,0.38,0.38,0.26,0.2
chr12_132207224,0.85,0.89,0.7,0.72,0.97,0.72,0.69,0.8,0.73,0.92,0.8,0.84,0.79,0.83,0.77,0.86,0.75,0.81,0.85,0.82,0.66,0.7,0.82,0.76,0.55,0.79,0.56,0.66,0.68,0.52,0.68,0.74,0.75,0.85,0.66,0.82,0.76,0.73,0.84,0.81
chr5_99410698,0.38,0.96,0.66,0.72,0.82,0.7,0.76,0.87,0.75,0.66,0.9,0.75,0.78,0.91,0.31,0.86,0.76,0.7937837837837837,0.8,0.88,0.76,0.67,0.82,1.0,0.8,0.88,0.5,0.95,0.7937837837837837,0.7937837837837837,0.9,0.86,0.89,0.88,0.9,0.79,0.84,0.94,0.9,0.86
chr7_123230720,0.5,0.76,0.41,0.79,0.76,0.65,0.25,0.2,0.37,0.87,0.0,0.0,0.7,0.0,0.37,0.29,0.0,0.42,0.71,0.73,0.85,0.82,0.0,0.0,0.0,0.85,0.44,0.72,0.19,0.38,0.34,0.0,0.84,0.6,0.0,0.34,0.69,0.24,0.0,0.78
chr11_420401,0.78,0.94,0.77,0.78,0.9,0.92,0.76,0.71,0.64,0.75,0.75,0.85,0.77,0.56,0.59,0.92,0.47,0.73,0.91,0.84,0.74,0.65,0.72,0.66,0.78,0.65,0.42,0.72,0.66,0.61,0.75,0.69,0.83,0.47,0.55,0.86,0.85,0.54,0.76,0.8
chr11_74633591,0.22,0.1,0.09,0.05,0.18,0.3,0.18,0.24,0.23,0.06,0.16,0.03,0.0,0.16,0.25,0.0,0.25,0.06,0.29,0.15,0.18,0.44,0.29,0.51,0.25,0.20921052631578949,0.20921052631578949,0.21,0.25,0.25,0.4,0.1,0.5,0.2,0.2,0.17,0.34,0.36,0.3,0.0
chr3_127911455,0.82,0.82,0.64,0.68,0.67,0.96,0.89,0.8,0.94,0.92,0.6,0.82,0.88,0.59,0.84,0.35,0.76,0.81,1.0,0.52,0.66,0.85,0.3,0.76,0.91,0.93,0.85,0.9,0.61,0.46,0.68,0.91,0.33,0.57,0.81,0.86,0.58,0.36,0.68,0.94
chr22_19852096,0.8,0.95,0.75,1.0,1.0,0.97,0.94,0.95,0.88,0.9,0.93,0.9,0.85,0.92,0.75,0.91,0.92,0.86,0.95,0.96,0.85,0.71,0.91,0.9,0.64,0.91,0.88,0.97,0.85,0.88,0.86,0.9,0.84,0.86,0.86,0.82,0.95,0.93,0.85,0.97
chr1_33573019,0.0,0.0,0.3,0.47,0.0,0.78,0.48,0.0,0.5,0.81,0.52,0.0,0.34,0.44,0.68,0.0,0.8,0.3,0.0,0.45,0.73,0.42243243243243234,0.59,0.45,0.35,0.42243243243243234,0.36,0.5,0.53,0.5,0.78,0.42243243243243234,0.0,0.26,0.73,0.53,0.42,0.4,0.75,0.88
chr4_87849924,0.06,0.11,0.0,0.04,0.11,0.17,0.06,0.13,0.16,0.04,0.13,0.12,0.0,0.04,0.09,0.08,0.31,0.28,0.11,0.0,0.12,0.13894736842105268,0.2,0.31,0.08,0.13894736842105268,0.52,0.0,0.06,0.04,0.2,0.11,0.42,0.2,0.12,0.05,0.26,0.32,0.23,0.0
chr5_73213635,0.3,0.5,0.51,0.4,0.69,0.61,0.56,0.52,0.65,0.84,0.57,0.56,0.69,0.52,0.39,0.57,0.48,0.63,0.64,0.47,0.6,0.36,0.42,0.4,0.4,0.53,0.43,0.43,0.35,0.45,0.29,0.48,0.45,0.4,0.65,0.4,0.3,0.43,0.39,0.51
chr2_130229524,0.45,0.43,0.71,0.9,0.62,0.75,0.59,0.67,0.76,0.81,0.78,0.48,0.62,0.71,0.68,0.8,0.76,0.72,0.88,0.65,0.61,0.45,0.67,0.64,0.44,0.63,0.71,0.6,0.55,0.5,0.54,0.69,0.75,0.63,0.75,0.57,0.36,0.59,0.36,0.45
chr5_171869709,0.61,0.24,0.42,0.36,0.44,0.6,0.26,0.43,0.29,0.3,0.44,0.33,0.33,0.4,0.45,0.45,0.46,0.33,0.62,0.35,0.5,0.54,0.53,0.74,0.53,0.4664102564102565,0.55,0.47,0.5,0.56,0.56,0.66,0.75,0.42,0.38,0.26,0.57,0.66,0.65,0.25
chr3_13414220,0.02,0.11,0.05,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.05,0.06,0.0,0.03,0.06,0.11,0.0,0.0,0.03,0.0,0.0,0.04,0.09,0.24,0.0,0.03,0.3,0.02,0.04,0.13,0.06,0.03,0.21,0.05,0.0,0.1,0.05,0.08,0.02,0.0
chr1_30225881,0.62,0.83,0.79,0.63,0.83,0.65,0.66,0.82,0.88,0.84,0.74,0.63,0.75,0.8,0.7,0.83,0.8,0.7,0.73,0.79,0.82,0.85,0.74,0.77,0.78,0.87,0.95,0.82,0.86,0.77,0.83,0.81,0.75,1.0,0.81,0.81,0.78,0.85,0.68,0.65
chr2_30692961,0.15,0.08,0.05,0.11,0.16,0.39,0.12,0.22,0.1,0.13,0.2,0.1,0.08,0.15,0.44,0.21,0.3,0.25,0.2,0.05,0.15,0.16,0.33,0.58,0.23,0.06,0.29,0.13,0.35,0.32,0.41,0.17,0.5,0.28,0.26,0.11,0.31,0.34,0.31,0.07
chr10_71739009,0.33,0.15,0.2,0.11,0.16,0.4,0.29,0.22,0.18,0.27,0.25,0.12,0.14,0.15,0.16,0.22,0.38,0.3,0.33,0.18,0.24,0.2,0.3,0.5,0.38,0.21,0.5,0.17,0.44,0.2831578947368421,0.48,0.15,0.53,0.2,0.33,0.25,0.59,0.45,0.3,0.2831578947368421
chr18_10791669,0.03,0.0,0.0,0.02,0.03,0.0,0.0,0.14,0.07,0.0,0.0,0.03,0.0,0.0,0.07,0.0,0.05,0.08,0.05,0.0,0.04,0.0,0.1,0.14,0.21,0.0,0.25,0.0,0.07,0.0,0.17,0.0,0.33,0.05,0.05,0.13,0.07,0.19,0.06,0.0
chr1_204434538,0.61,0.57,0.66,0.35,0.62,0.72,0.52,0.43,0.46,0.69,0.48,0.64,0.48,0.65,0.65,0.51,0.58,0.52,0.71,0.69,0.42,0.44,0.51,0.41,0.43,0.47,0.4,0.53,0.45,0.68,0.42,0.51,0.43,0.68,0.53,0.52,0.48,0.36,0.83,0.54
chr22_40336283,0.42,0.41,0.42,0.6,0.48,0.66,0.43,0.54,0.37,0.6,0.62,0.56,0.5,0.73,0.58,0.41,0.42,0.38,0.59,0.62,0.53,0.36,0.29,0.37,0.57,0.56,0.7,0.47,0.53,0.16,0.45,0.33,0.62,0.5,0.2,0.56,0.35,0.45,0.66,0.35
chr17_29116871,0.0,0.08,0.07,0.03,0.23,0.31,0.13,0.1,0.1,0.07,0.1,0.0,0.03,0.04,0.14,0.15,0.19,0.38,0.16,0.11,0.1,0.24,0.27,0.3,0.1,0.05,0.28,0.09,0.32,0.06,0.29,0.28,0.42,0.33,0.0,0.1,0.3,0.36,0.12,0.0
chr22_11598867,0.86,0.84,0.95,0.89,0.9,0.88,0.77,0.91,0.83,0.92,0.91,0.9,0.82,0.81,0.82,0.86,0.87,0.92,0.75,0.85,0.85,0.73,0.89,0.89,0.65,0.81,0.74,0.77,0.84,0.8,0.84,0.79,0.74,0.56,0.94,0.96,0.66,0.78,0.7,0.93
chr8_19461533,0.81,0.9,0.44,0.94,0.22,0.64,0.58,0.48,0.69,0.58,0.9,0.22,0.75,0.42,0.52,0.52,0.68,0.0,0.7,0.57,0.1,0.7,0.6,0.15,0.8,0.6,0.23,0.12,0.85,0.7,0.17,0.57,0.66,0.1,0.04,0.21,0.53,0.54,0.47,0.54
chr5_176529969,0.07,0.0,0.13,0.09,0.0,0.16,0.14,0.18,0.28,0.0,0.26,0.06,0.06,0.06,0.04,0.09,0.0,0.08,0.05,0.0,0.07,0.09,0.12,0.29,0.06,0.06,0.3,0.16,0.08,0.05,0.15,0.1,0.27,0.12,0.13,0.09,0.21,0.25,0.07,0.1
chr1_229885882,0.71,0.75,0.67,0.81,0.36,0.7,0.75,0.86,0.71,0.87,0.28,0.82,0.66,0.36,0.82,0.78,0.31,0.32,0.68,0.7,0.37,0.58,0.85,0.74,0.7,0.78,0.8,0.51,0.78,0.7,0.82,0.82,0.73,0.6,0.79,0.87,0.8,0.76,0.84,0.73
chr20_63479876,0.47,0.28,0.58,0.65,0.27,0.62,0.53,0.6,0.71,0.12,0.4,0.56,0.55,0.56,0.46,0.52,0.6,0.7,0.54,0.33,0.45,0.38,0.3,0.61,0.5,0.32,0.45,0.39,0.26,0.23,0.3,0.38,0.36,0.42,0.47,0.57,0.23,0.48,0.38,0.17
chr9_8859050,0.56,0.46,0.46,0.8,0.67,0.57,0.56,0.75,0.73,0.8,0.67,0.8,0.68,0.47,0.81,0.54,0.51,0.51,0.83,0.65,0.85,0.73,0.77,0.68,0.71,0.8,0.62,0.67,0.75,0.68,0.78,0.76,0.74,0.87,0.72,0.75,0.65,0.72,0.8,0.47
chr10_133527786,0.48,0.11,0.25,0.1,0.56,0.13,0.11,0.33,0.12,0.24,0.25,0.41,0.48,0.46,0.46,0.15,0.14,0.15,0.05,0.5,0.12,0.13,0.15,0.34,0.27,0.18,0.21,0.09,0.15,0.15,0.2,0.11,0.11,0.41,0.11,0.41,0.14,0.14,0.16,0.58
